App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5774141,HDR,03/16/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5779746,HDR,04/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5767560,HDR,02/21/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772344,HDR,03/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5765720,HDR,02/14/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5766808,HDR,02/17/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/01/2017 06:00:28 PM
5778704,HDR,04/03/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5768576,HDR,02/25/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5781737,HDR,04/12/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5774498,HDR,03/17/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5779398,HDR,04/04/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5786797,HDR,05/01/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5765920,HDR,02/15/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5786203,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5758849,HDR,01/17/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5770923,HDR,03/05/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5768454,HDR,02/24/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5786130,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784034,HDR,04/20/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5781272,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5748323,HDR,12/06/2016,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5774998,HDR,03/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5774698,HDR,03/17/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5770824,HDR,03/04/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5761574,HDR,01/26/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780112,HDR,04/06/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5769405,HDR,03/01/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778645,HDR,04/02/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779293,HDR,04/04/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5766470,HDR,02/16/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5770137,HDR,03/02/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5783358,HDR,04/18/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5765228,HDR,02/10/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776537,HDR,03/24/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5768390,HDR,02/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5784406,HDR,04/21/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5786361,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784611,HDR,04/23/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782202,HDR,04/13/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5763928,HDR,02/05/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5782591,HDR,04/15/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5785477,HDR,04/26/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778793,HDR,04/03/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5772182,HDR,03/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5769596,HDR,03/01/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5784527,HDR,04/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5779259,HDR,04/04/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5774035,HDR,03/16/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5761237,HDR,01/25/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5774142,HDR,03/16/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775571,HDR,03/21/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5786186,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777822,HDR,03/29/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5766787,HDR,02/17/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781421,HDR,04/11/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5763689,HDR,02/03/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5761887,HDR,01/27/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778770,HDR,04/03/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784532,HDR,04/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775798,HDR,03/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775811,HDR,03/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5767222,HDR,02/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5785252,HDR,04/25/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5783415,HDR,04/18/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777624,HDR,03/29/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5774830,HDR,03/19/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777575,HDR,03/28/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5759144,HDR,01/17/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771404,HDR,03/07/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784706,HDR,04/24/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5772611,HDR,03/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5770883,HDR,03/05/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5778723,HDR,04/03/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5769214,HDR,02/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/01/2017 06:00:28 PM
5777657,HDR,03/29/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777971,HDR,03/30/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5783242,HDR,04/18/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5783217,HDR,04/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5775947,HDR,03/22/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5777970,HDR,03/30/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5768668,HDR,02/26/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5775996,HDR,03/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5785179,HDR,04/25/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775534,HDR,03/21/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5778136,HDR,03/30/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780301,HDR,04/06/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5769013,HDR,02/27/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784582,HDR,04/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5778536,HDR,04/01/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5767852,HDR,02/22/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5760382,HDR,01/23/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5761549,HDR,01/26/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777880,HDR,03/29/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5785766,HDR,04/27/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5780527,HDR,04/07/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777151,HDR,03/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780006,HDR,04/05/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5769669,HDR,03/01/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5758004,HDR,01/12/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5770678,HDR,03/03/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5762992,HDR,02/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5781236,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781728,HDR,04/12/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5761620,HDR,01/26/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783366,HDR,04/18/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5761718,HDR,01/26/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5773977,HDR,03/15/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780317,HDR,04/06/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772273,HDR,03/09/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5758181,HDR,01/12/2017,Pending Fitness Interview,04/27/2017,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781762,HDR,04/12/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784053,HDR,04/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775703,HDR,03/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5782634,HDR,04/15/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5785716,HDR,04/26/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5786598,HDR,05/01/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5779241,HDR,04/04/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5785996,HDR,04/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5762301,HDR,01/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5770132,HDR,03/02/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5772626,HDR,03/10/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5770941,HDR,03/05/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5772031,HDR,03/08/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775139,HDR,03/20/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5762572,HDR,01/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781172,HDR,04/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5770959,HDR,03/06/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5771375,HDR,03/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5774675,HDR,03/17/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771526,HDR,03/07/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
